rotationRate.x,rotationRate.y,userAcceleration.y,userAcceleration.z,act,id
-0.042091,-0.030115,-0.126646,0.12517,5.0,18.0
-0.036738,-0.025872,-0.13178,0.128958,5.0,18.0
-0.023921,-0.022721,-0.12937,0.131329,5.0,18.0
0.592596,-4.675625,-0.2189849999999999,0.680836,0.0,0.0
-0.011109,-0.020635,-0.129162,0.130916,5.0,18.0
-1.885921,4.789145,0.52132,-0.314285,0.0,0.0
-0.000495,-0.015349,-0.127795,0.133895,5.0,18.0
0.003773,-0.012181,-0.128426,0.13365,5.0,18.0
0.0080299999999999,-0.007961,-0.128607,0.133615,5.0,18.0
0.010193,0.000545,-0.129805,0.126432,5.0,18.0
0.008078,0.007997,-0.129511,0.1275859999999999,5.0,18.0
0.001668,0.003767,-0.131206,0.126684,5.0,18.0
-0.00582,-0.004712,-0.136651,0.1269539999999999,5.0,18.0
0.46879,-4.9716510000000005,0.2193659999999999,0.317425,0.0,0.0
1.906563,4.438751,0.235486,0.238569,1.0,11.0
-0.010111,-0.0153289999999999,-0.136489,0.126421,5.0,18.0
-0.01324,-0.021941,-0.13593,0.12624,5.0,18.0
-0.018579,-0.0219259999999999,-0.133037,0.128584,5.0,18.0
-0.019632,-0.017666,-0.129574,0.13091,5.0,18.0
-0.6413479999999999,-0.302164,2.586116,-0.417682,0.0,22.0
-0.0142639999999999,-0.009167,-0.130304,0.12915,5.0,18.0
-0.003547,0.001449,-0.1243819999999999,0.12796,5.0,18.0
-0.000299,0.0078459999999999,-0.1192589999999999,0.123079,5.0,18.0
-0.445009,-4.967265,-0.0715799999999999,0.575623,0.0,0.0
-0.285715,-4.753204,-0.016112,0.535983,0.0,0.0
-0.007767,-0.002738,-0.119271,0.122042,5.0,18.0
-0.020627,-0.025025,-0.124373,0.121238,5.0,18.0
-0.024153,-0.0539679999999999,-0.1290369999999999,0.121095,5.0,18.0
-0.027368,-0.0550299999999999,-0.130529,0.122748,5.0,18.0
-0.028416,-0.046522,-0.131174,0.124759,5.0,18.0
-0.031602,-0.040132,-0.130557,0.124518,5.0,18.0
-0.039089,-0.041183,-0.132802,0.1265609999999999,5.0,18.0
-0.046586,-0.0454269999999999,-0.134732,0.129869,5.0,18.0
-0.061807,-0.0529419999999999,-0.133187,0.1303609999999999,5.0,18.0
-0.068194,-0.049724,-0.1296109999999999,0.128519,5.0,18.0
-0.058544,-0.038044,-0.131227,0.1294819999999999,5.0,18.0
-0.037193,-0.026435,-0.133819,0.128162,5.0,18.0
-0.019046,-0.018002,-0.132619,0.125775,5.0,18.0
-0.00621,-0.01165,-0.130652,0.123838,5.0,18.0
-0.007292,-0.0159039999999999,-0.131776,0.126274,5.0,18.0
-0.008359,-0.016961,-0.13037,0.126668,5.0,18.0
-0.011554,-0.0190669999999999,-0.130166,0.125223,5.0,18.0
-0.009406,-0.019062,-0.1290369999999999,0.1239369999999999,5.0,18.0
-0.005139,-0.016955,-0.133133,0.123655,5.0,18.0
-0.00301,-0.016967,-0.135844,0.126448,5.0,18.0
-0.006215,-0.015899,-0.13373,0.126303,5.0,18.0
-0.116346,-0.192221,0.027195,0.0171979999999999,5.0,17.0
-0.082365,-0.235982,0.031728,0.008926,5.0,17.0
-0.0472589999999999,-0.266964,0.031897,0.014288,5.0,17.0
-0.050235,-0.275953,0.016674,0.023754,5.0,17.0
-0.0642,-0.283417,0.013883,0.019169,5.0,17.0
-0.068262,-0.233351,0.036481,0.02167,5.0,17.0
-0.027495,-0.18767,0.0527529999999999,0.048121,5.0,17.0
0.0375879999999999,-0.190015,0.044647,0.049516,5.0,17.0
-0.004072,-0.012715,-0.133064,0.126623,5.0,18.0
-0.006206,-0.0105849999999999,-0.130513,0.126725,5.0,18.0
-0.009411,-0.010578,-0.13024,0.124841,5.0,18.0
0.2116219999999999,-0.039533,0.06521,0.057846,5.0,17.0
0.299215,-0.0142759999999999,0.061884,0.058288,5.0,17.0
0.321648,-0.010085,0.045347,0.037408,5.0,17.0
0.289728,0.004958,0.024623,0.029686,5.0,17.0
0.27152,-0.009897,0.011205,0.034804,5.0,17.0
0.250202,-0.002378,0.040986,0.001956,5.0,17.0
0.2757489999999999,-0.005702,0.05332,-0.011868,5.0,17.0
0.2995,0.0227449999999999,0.030177,-0.007834,5.0,17.0
0.259791,-0.007034,0.000906,0.020841,5.0,17.0
0.24151,-0.024074,0.006323,0.019606,5.0,17.0
0.2370219999999999,-0.057146,0.019497,0.013201,5.0,17.0
0.274617,-0.020977,0.031472,0.015015,5.0,17.0
0.2977059999999999,0.097326,0.029123,0.020684,5.0,17.0
0.286249,0.124139,0.022989,-0.009609,5.0,17.0
0.257247,0.082686,0.032194,-0.013747,5.0,17.0
1.444086,-4.662921,0.329675,-0.16668,0.0,0.0
0.290152,0.083482,0.035246,-0.01005,5.0,17.0
0.342443,0.107715,0.0141639999999999,0.033943,5.0,17.0
0.298509,0.032366,0.035949,0.017699,5.0,17.0
0.307953,-0.020858,0.05043,-0.011396,5.0,17.0
0.324927,-0.031613,0.019433,-0.0319459999999999,5.0,17.0
0.337744,-0.029523,0.015954,-0.021856,5.0,17.0
0.318531,-0.0464399999999999,0.024324,0.0088519999999999,5.0,17.0
0.307742,-0.096377,0.044139,0.0128069999999999,5.0,17.0
0.337633,-0.111318,0.060429,0.0036659999999999,5.0,17.0
0.308828,-0.127133,0.040927,0.022626,5.0,17.0
-0.367797,4.2576160000000005,-0.1209819999999999,-0.054419,0.0,0.0
-0.548854,4.831874,0.0954049999999999,-0.189149,0.0,0.0
0.2671389999999999,-0.156768,0.0346,0.0029579999999999,5.0,17.0
0.213863,-0.1544,0.034282,0.020798,5.0,17.0
0.239166,-0.29481,0.073442,-0.00881,5.0,17.0
0.256494,-0.254321,0.034134,0.025263,5.0,17.0
0.171515,-0.20595,0.011033,0.047181,5.0,17.0
0.131542,-0.217926,0.027813,0.007265,5.0,17.0
0.141072,-0.254098,0.081275,-0.002088,5.0,17.0
-0.005129,-0.0105799999999999,-0.133526,0.124355,5.0,18.0
-0.0072489999999999,-0.0094989999999999,-0.1318359999999999,0.125441,5.0,18.0
-0.094408,0.023694,0.025488,0.070736,5.0,17.0
-0.1126279999999999,0.0923669999999999,0.035753,0.07028,5.0,17.0
-0.088294,0.233104,0.0274839999999999,0.046098,5.0,17.0
-0.084763,0.298108,0.0290519999999999,0.041897,5.0,17.0
1.636644,4.312284,0.510791,0.396387,1.0,11.0
1.022576,4.757047,0.300466,0.2338599999999999,1.0,11.0
-0.1665849999999999,0.3771989999999999,0.005568,0.021365,5.0,17.0
-0.1685559999999999,0.4272189999999999,0.008373,0.006618,5.0,17.0
-0.16424,0.4643819999999999,-0.037417,0.01138,5.0,17.0
-0.164418,0.474834,-0.040898,0.004227,5.0,17.0
-0.1689109999999999,0.469344,-0.016508,-0.005664,5.0,17.0
-0.11673,0.318413,0.0229569999999999,0.0410149999999999,5.0,17.0
-0.149693,0.338786,-0.0032689999999999,0.029528,5.0,17.0
-0.142431,0.471202,5.3e-05,-0.004039,5.0,17.0
-0.109569,0.4677159999999999,-0.032173,0.010878,5.0,17.0
-0.098169,0.4429729999999999,-0.046015,-0.003289,5.0,17.0
-0.171813,0.391323,-0.026395,-0.031262,5.0,17.0
-0.175297,0.3879,-0.024196,-0.034888,5.0,17.0
-0.186291,0.383403,-0.024045,-0.018715,5.0,17.0
-0.167342,0.408574,-0.022552,0.002409,5.0,17.0
-0.114388,0.4502649999999999,-0.046284,-0.004523,5.0,17.0
-0.175587,0.2933219999999999,0.002361,0.031042,5.0,17.0
-0.225734,0.362458,0.034736,0.021161,5.0,17.0
-0.198221,0.365344,0.043793,0.030728,5.0,17.0
-0.22418,0.336471,0.043229,0.043788,5.0,17.0
-0.2629039999999999,0.280091,0.080735,0.023771,5.0,17.0
1.380908,-1.3845120000000002,-0.206204,-0.885216,1.0,11.0
-0.200925,0.281025,0.077429,0.036722,5.0,17.0
-0.6816989999999999,3.937018,0.036337,-0.207363,0.0,0.0
-0.177262,0.325676,0.036333,0.062334,5.0,17.0
-0.23283,0.332155,0.029809,0.035705,5.0,17.0
-3.625368,1.940041,-0.172827,1.058545,1.0,11.0
-0.2315019999999999,0.201989,0.092383,-0.056934,5.0,17.0
-0.20033,0.0388019999999999,0.091552,-0.017572,5.0,17.0
-0.202001,-0.084808,0.063445,0.0087239999999999,5.0,17.0
-0.15228,-0.1988849999999999,0.045793,0.048213,5.0,17.0
-0.126838,-0.216096,0.052014,0.041766,5.0,17.0
-0.164512,-0.364692,0.051232,0.038935,5.0,17.0
-0.103617,-0.201545,0.055781,0.041995,5.0,17.0
-0.126467,-0.2188389999999999,0.028414,0.060118,5.0,17.0
-0.1557849999999999,-0.317868,0.049927,0.0569789999999999,5.0,17.0
-0.145346,-0.37116,0.0445459999999999,0.0077569999999999,5.0,17.0
-0.125052,-0.348928,0.03558,-0.007851,5.0,17.0
-0.122048,-0.396859,0.014787,0.004053,5.0,17.0
-0.156523,-0.490406,0.021765,-0.008297,5.0,17.0
-0.157475,-0.486056,0.021632,-0.0253569999999999,5.0,17.0
-0.158364,-0.45937,0.013346,0.023818,5.0,17.0
-0.1466579999999999,-0.463681,0.0516159999999999,0.008461,5.0,17.0
-0.134076,-0.503178,0.02474,-0.0023899999999999,5.0,17.0
-0.114954,-0.536209,0.034039,0.008065,5.0,17.0
-0.1157,-0.4807479999999999,0.027772,0.013758,5.0,17.0
-0.138945,-0.439086,0.013315,0.020808,5.0,17.0
-0.149715,-0.435955,0.024874,0.000711,5.0,17.0
-0.1198089999999999,-0.430725,0.066998,-0.012881,5.0,17.0
0.714122,-5.522098000000001,0.3652019999999999,-0.308435,0.0,0.0
-0.173949,-4.777965,0.557146,-0.072811,0.0,0.0
-0.114166,-0.412492,0.017122,0.02387,5.0,17.0
-0.1280109999999999,-0.413483,0.00729,0.014787,5.0,17.0
-0.1310059999999999,-0.426021,0.035374,0.023334,5.0,17.0
-0.068907,-0.418614,0.0445529999999999,0.020255,5.0,17.0
-0.027998,-0.383415,0.042467,0.0142389999999999,5.0,17.0
-0.029863,-0.355583,0.025636,0.033065,5.0,17.0
3.224372,4.287959,0.441162,-0.079774,1.0,11.0
2.806394,4.685272,0.516251,0.1255339999999999,1.0,11.0
-1.087835,3.979389,0.06188,-0.062396,0.0,0.0
-1.356494,4.867904,0.294528,-0.252971,0.0,0.0
-1.294753,4.762637000000001,0.412016,-0.513505,0.0,0.0
-0.016284,-0.274301,0.02359,0.024415,5.0,17.0
0.226869,0.098866,0.057852,0.0236849999999999,5.0,17.0
0.163905,0.077849,0.0254919999999999,0.027661,5.0,17.0
0.187193,0.048957,0.01886,-0.036412,5.0,17.0
0.263017,0.076347,-0.010659,0.020869,5.0,17.0
0.1999,0.0414,0.006775,0.023168,5.0,17.0
0.225284,0.028383,0.033547,0.013219,5.0,17.0
0.2999159999999999,0.05036,0.0450189999999999,0.025355,5.0,17.0
0.329856,0.064109,0.0407449999999999,0.0400509999999999,5.0,17.0
-2.446549,-0.396736,-1.153658,0.334153,1.0,11.0
0.25208,0.085695,0.0199169999999999,0.040818,5.0,17.0
0.2189739999999999,0.094269,0.025679,0.009594,5.0,17.0
0.210391,0.081524,0.032979,0.008265,5.0,17.0
0.198641,0.063515,0.031817,0.032813,5.0,17.0
0.009801,0.006474,-0.134664,0.12534,5.0,18.0
0.008739,0.00436,-0.135167,0.1252589999999999,5.0,18.0
0.005524,-0.000947,-0.135134,0.123151,5.0,18.0
0.007653,-0.00308,-0.136968,0.125107,5.0,18.0
0.592407,-5.227961,0.280288,0.037137,0.0,0.0
0.007648,-0.005207,-0.132468,0.123819,5.0,18.0
-0.1777619999999999,-0.002787,0.017276,0.032413,5.0,17.0
-0.18523,-0.020798,0.031257,0.00203,5.0,17.0
-0.191444,-0.008939,0.038485,0.0077769999999999,5.0,17.0
-0.196644,0.015602,0.0297899999999999,0.004408,5.0,17.0
-0.192391,0.023002,0.013319,-0.00556,5.0,17.0
-0.00303,-0.009422,-0.130571,0.1213099999999999,5.0,18.0
-2.046712,4.213926,0.1285369999999999,-0.164258,0.0,0.0
-1.749124,4.218349,0.323667,-0.7284390000000001,0.0,0.0
-0.0072879999999999,-0.007276,-0.127835,0.119192,5.0,18.0
-0.0040869999999999,-0.005166,-0.131345,0.123103,5.0,18.0
2.239575,4.675195,0.289736,0.058329,1.0,11.0
0.0022949999999999,-0.0073269999999999,-0.1340829999999999,0.124651,5.0,18.0
-0.0009339999999999,-0.011585,-0.135405,0.125082,5.0,18.0
-0.008422,-0.0136979999999999,-0.136451,0.126385,5.0,18.0
-0.012689,-0.012622,-0.135223,0.125877,5.0,18.0
-0.046632,-0.2822659999999999,0.039361,0.025055,5.0,0.0
-0.283619,0.201167,-0.035578,0.016849,4.0,13.0
-0.354746,0.111654,-0.025455,0.032576,4.0,13.0
-0.423667,0.039173,-0.009787,0.04074,4.0,13.0
-0.434422,0.035951,-0.010378,0.04533,4.0,13.0
-0.396756,0.098709,-0.028188,0.067397,4.0,13.0
-0.3230659999999999,0.16701,-0.034342,0.049073,4.0,13.0
0.118548,-0.245966,0.058025,0.037949,5.0,0.0
-0.227275,0.0541149999999999,-0.04924,-0.010031,4.0,13.0
-0.238467,0.014431,-0.0608029999999999,0.001989,4.0,13.0
-0.299834,0.391648,-0.004663,0.04203,4.0,13.0
-0.31245,0.444909,-0.040735,0.053409,4.0,13.0
-0.297166,0.330686,-0.113201,-0.051961,4.0,13.0
-0.311701,0.224042,-0.118271,-0.080913,4.0,13.0
-0.190422,0.3165719999999999,-0.080607,-0.06833,4.0,13.0
2.305528,4.81825,0.347493,-0.064676,1.0,11.0
0.023709,0.014948,-0.137571,0.125295,5.0,18.0
-0.046421,-0.016421,-0.068618,0.013766,4.0,6.0
0.041552,0.182489,-0.052354,0.006519,4.0,13.0
0.152148,0.295202,-0.1094579999999999,0.007363,4.0,13.0
0.31404,0.337787,-0.10785,-0.007267,4.0,13.0
0.359714,0.219676,-0.066548,0.021346,4.0,13.0
0.305055,0.107178,-0.017787,0.080523,4.0,13.0
0.2479039999999999,0.411236,-0.130542,0.0029649999999999,4.0,13.0
0.233517,0.017192,0.066408,0.134974,4.0,13.0
0.214882,-0.107325,0.133131,0.1680579999999999,4.0,13.0
0.208584,-0.245033,0.114473,0.15616,4.0,13.0
0.021566,0.009642,-0.1365819999999999,0.123889,5.0,18.0
-0.029937,-0.016738,-0.070782,0.077173,4.0,13.0
-0.034373,-0.065678,-0.060978,0.037017,4.0,13.0
0.0110569999999999,-0.1574809999999999,-0.068951,0.025776,4.0,13.0
0.085104,-0.316394,-0.072186,0.013724,4.0,13.0
0.1123869999999999,-0.446338,-0.056562,0.0566789999999999,4.0,13.0
0.075533,-0.502514,-0.030598,0.077802,4.0,13.0
0.091095,-0.582537,-0.022197,0.084608,4.0,13.0
0.131933,-0.5081439999999999,0.037485,0.1197829999999999,4.0,13.0
0.146346,-0.226652,-0.0483829999999999,0.094764,4.0,13.0
0.0790169999999999,-0.468321,-0.002023,0.043021,4.0,13.0
0.057301,-0.546036,0.0223,0.04528,4.0,13.0
0.028558,-0.536331,0.024337,0.058849,4.0,13.0
0.019413,0.017059,-0.134622,0.126914,5.0,18.0
0.0194319999999999,0.022381,-0.135277,0.1278369999999999,5.0,18.0
0.021575,0.0245039999999999,-0.133592,0.127053,5.0,18.0
0.020513,0.025573,-0.1343589999999999,0.126306,5.0,18.0
-0.16163,0.013928,0.028263,0.006872,5.0,17.0
-0.167979,0.026729,0.0312089999999999,0.010025,5.0,17.0
-0.163687,0.042651,0.0264839999999999,0.020957,5.0,17.0
0.022647,0.023444,-0.1341099999999999,0.125085,5.0,18.0
0.02691,0.021302,-0.132748,0.124233,5.0,18.0
0.027981,0.021303,-0.134202,0.126138,5.0,18.0
0.031187,0.022357,-0.133383,0.12424,5.0,18.0
0.032277,0.025558,-0.1341109999999999,0.1257589999999999,5.0,18.0
0.036496,0.027686,-0.134367,0.126486,5.0,18.0
0.035424,0.027685,-0.132278,0.127815,5.0,18.0
-0.127714,0.4853409999999999,-0.001848,0.011867,4.0,13.0
-0.13833,0.4981569999999999,-0.000356,0.004907,4.0,13.0
-0.1277329999999999,0.484263,-0.0132319999999999,0.006581,4.0,13.0
-0.125576,0.4980699999999999,-0.018731,0.011754,4.0,13.0
-0.125628,0.4831689999999999,-0.012418,0.00557,4.0,13.0
0.033286,0.028749,-0.133649,0.128433,5.0,18.0
0.03009,0.029826,-0.133081,0.129718,5.0,18.0
-0.6266109999999999,-4.724749,0.447983,0.704098,0.0,0.0
0.032229,0.028762,-0.135264,0.12955,5.0,18.0
0.039701,0.0287399999999999,-0.136184,0.131194,5.0,18.0
-0.211888,-0.1325059999999999,0.02813,0.145697,4.0,13.0
-0.16695,-0.144219,0.024661,0.148817,4.0,13.0
-0.074201,-0.170621,-0.027195,0.143815,4.0,13.0
0.04504,0.028725,-0.13498,0.128583,5.0,18.0
-0.057453,-0.2802489999999999,-0.063938,0.075044,4.0,13.0
-0.08831,-0.25991,-0.071997,0.074702,4.0,13.0
-0.1082829999999999,-0.218196,-0.053693,0.071279,4.0,13.0
0.051451,0.034017,-0.133244,0.126196,5.0,18.0
0.050532,0.036459,-0.131184,0.1267059999999999,5.0,18.0
0.041992,0.034362,-0.130386,0.126042,5.0,18.0
-0.036298,-0.052997,-0.054059,0.0466269999999999,4.0,13.0
0.183895,2.016559,1.739265,-0.17072,1.0,11.0
2.15249,1.103275,2.750998,-0.926325,1.0,11.0
0.4480939999999999,0.5202600000000001,-1.569896,1.57887,1.0,11.0
-1.552507,1.842142,-2.259412,0.900892,1.0,11.0
-0.032103,-0.04671,-0.062989,0.040966,4.0,13.0
-0.019415,-0.055345,-0.05676,0.046645,4.0,13.0
0.0018449999999999,-0.069281,-0.0506089999999999,0.0509639999999999,4.0,13.0
0.021025,-0.075735,-0.051011,0.0582419999999999,4.0,13.0
0.034515,0.030136,-0.132184,0.124349,5.0,18.0
0.029166,0.024837,-0.134355,0.126341,5.0,18.0
0.026994,0.015261,-0.134762,0.12859,5.0,18.0
0.503113,-4.9238800000000005,0.029429,0.034793,0.0,0.0
-0.002768,-0.0088569999999999,-0.130563,0.120777,5.0,18.0
0.017387,0.0110459999999999,-0.130267,0.127054,5.0,18.0
0.011001,0.0132039999999999,-0.126278,0.1237849999999999,5.0,18.0
